date,fire_count
2018-05-04,3
2018-05-05,6
2018-05-06,8
2018-05-07,15
2018-05-08,12
2018-05-09,16
2018-05-10,6
2018-05-11,11
2018-05-12,6
2018-05-13,4
2018-05-14,11
2018-05-15,10
2018-05-16,10
2018-05-17,5
2018-05-18,3
2018-05-19,21
2018-05-20,14
2018-05-21,4
2018-05-22,13
2018-05-23,11
2018-05-24,4
2018-05-25,5
2018-05-26,4
2018-05-27,6
2018-05-28,12
2018-05-29,0
2018-05-30,4
2018-05-31,2
2018-06-01,8
2018-06-02,3
2018-06-03,9
2018-06-04,7
2018-06-05,4
2018-06-06,9
2018-06-07,9
2018-06-08,10
2018-06-09,9
2018-06-10,12
2018-06-11,10
2018-06-12,12
2018-06-13,6
2018-06-14,10
2018-06-15,20
2018-06-16,20
2018-06-17,13
2018-06-18,7
2018-06-19,15
2018-06-20,12
2018-06-21,19
2018-06-22,35
2018-06-23,26
2018-06-24,24
2018-06-25,24
2018-06-26,41
2018-06-27,22
2018-06-28,17
2018-06-29,30
2018-06-30,35
2018-07-01,30
2018-07-02,41
2018-07-03,42
2018-07-04,31
2018-07-05,26
2018-07-06,41
2018-07-07,38
2018-07-08,38
2018-07-09,38
2018-07-10,33
2018-07-11,18
2018-07-12,31
2018-07-13,49
2018-07-14,36
2018-07-15,45
2018-07-16,50
2018-07-17,37
2018-07-18,54
2018-07-19,53
2018-07-20,34
2018-07-21,50
2018-07-22,47
2018-07-23,62
2018-07-24,54
2018-07-25,43
2018-07-26,57
2018-07-27,51
2018-07-28,28
2018-07-29,9
2018-07-30,10
2018-07-31,18
2018-08-01,30
2018-08-02,30
2018-08-03,27
2018-08-04,27
2018-08-05,48
2018-08-06,52
2018-08-07,28
2018-08-08,29
2018-08-09,3
2018-08-10,5
2018-08-11,6
2018-08-12,8
2018-08-13,10
2018-08-14,14
2018-08-15,22
2018-08-16,4
2018-08-17,12
2018-08-18,13
2018-08-19,12
2018-08-20,10
2018-08-21,9
2018-08-22,13
2018-08-23,9
2018-08-24,14
2018-08-25,7
2018-08-26,4
2018-08-27,7
2018-08-28,9
2018-08-29,3
2018-08-30,12
2018-08-31,5
2018-09-01,9
2018-09-02,11
2018-09-03,16
2018-09-04,11
2018-09-05,7
2018-09-06,7
2018-09-07,21
2018-09-08,16
2018-09-09,13
2018-09-10,10
2018-09-11,9
2018-09-12,6
2018-09-13,3
2018-09-14,8
2018-09-15,16
2018-09-16,16
2018-09-17,18
2018-09-18,11
2018-09-19,20
2018-09-20,11
2018-09-21,6
2018-09-22,4
2018-09-23,2
2018-09-24,4
2018-09-25,6
2018-09-26,5
2018-09-27,10
2018-09-28,8
2018-09-29,12
2018-09-30,8
2018-10-01,8
2018-10-02,11
2018-10-03,12
2018-10-04,8
2018-10-05,1
2018-10-06,7
2018-10-07,8
2018-10-08,8
2018-10-09,15
2018-10-10,6
2018-10-11,2
2018-10-12,11
2018-10-13,16
2018-10-14,5
2018-10-15,3
2018-10-16,3
2018-10-17,2
2018-10-18,2
2018-10-19,9
2018-10-20,7
2018-10-21,7
2018-10-22,6
2018-10-23,4
2018-10-24,10
2018-10-25,8
2018-10-26,9
2018-10-27,11
2018-10-28,5
2018-10-29,6
2018-10-30,4
2018-10-31,17
2018-11-01,3
2018-11-02,3
2018-11-03,15
2018-11-04,15
2018-11-05,31
2018-11-06,16
2018-11-07,5
2018-11-08,3
2018-11-09,6
2018-11-10,1
2018-11-11,2
2018-11-12,4
2018-11-13,5
2018-11-14,4
2018-11-15,4
2018-11-16,4
2018-11-17,3
2018-11-18,4
2018-11-19,3
2018-11-20,1
2018-11-21,2
2018-11-22,2
2018-11-23,2
2018-11-24,2
2018-11-25,1
2018-11-26,7
2018-11-27,1
2018-11-28,0
2018-11-29,2
2018-11-30,1
2018-12-01,3
2018-12-02,2
2018-12-03,3
2018-12-04,2
2018-12-05,5
2018-12-06,1
2018-12-07,2
2018-12-08,4
2018-12-09,3
2018-12-10,4
2018-12-11,9
2018-12-12,2
2018-12-13,3
2018-12-14,4
2018-12-15,4
2018-12-16,2
2018-12-17,1
2018-12-18,2
2018-12-19,1
2018-12-20,2
2018-12-21,1
2018-12-22,1
2018-12-23,1
2018-12-24,2
2018-12-25,0
2018-12-26,0
2018-12-27,4
2018-12-28,3
2018-12-29,2
2018-12-30,3
2018-12-31,7
