IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
000767-02012021,2021-01-02,2021,15:21:43,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,E7 9JU,E7,46021616.0,22207685,E09000025,NEWHAM,Newham,E05013912,Forest Gate South,Forest Gate South,540348.0,184637.0,540350,184650,51.54319045,0.022518426,London,Stratford,245.0,Stratford,317.0,Plaistow,2.0,2.0,2,60,346,2
001441-04012021,2021-01-04,2021,12:49:37,12,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,In street outside gazetteer location,N4 4QT,N4,100021000000.0,21103781,E09000014,HARINGEY,Haringey,E05013600,Stroud Green,Stroud Green,531208.0,188194.0,531250,188150,51.57735866,-0.107874115,London,Hornsey,276.0,Hornsey,,,1.0,1.0,1,60,346,1
001665-04012021,2021-01-04,2021,23:24:35,23,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,SW4 6DA,SW4,10094956868.0,21901449,E09000022,LAMBETH,Lambeth,E05014102,Clapham Town,Clapham Town,529833.0,175691.0,529850,175650,51.46531373,-0.132312909,London,Clapham,221.0,Clapham,,,1.0,1.0,1,60,346,1
001856-05012021,2021-01-05,2021,15:40:39,15,Fire,Secondary Fire,,Outdoor,Railway trackside vegetation ,In street close to gazetteer location,BR3 3DB,BR3,100020000000.0,20301808,E09000006,BROMLEY,Bromley,E05013999,Kelsey & Eden Park,Kelsey & Eden Park,537039.0,167764.0,537050,167750,51.39238191,-0.031701607,London,Beckenham,302.0,Beckenham,,,1.0,1.0,1,60,346,2
002345-06012021,2021-01-06,2021,22:49:23,22,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE23 1SP,SE23,10023230400.0,22001244,E09000023,LEWISHAM,Lewisham,E05013718,Crofton Park,Crofton Park,536603.0,173832.0,536650,173850,51.44701265,-0.035621643,London,Forest Hill,226.0,Forest Hill,,,1.0,1.0,1,60,346,1
002326-06012021,2021-01-06,2021,21:07:25,21,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,Open land/water - nearest gazetteer location,SE4 1QA,SE4,100022000000.0,22000525,E09000023,LEWISHAM,Lewisham,E05013725,Ladywell,Ladywell,537156.0,175440.0,537150,175450,51.46132559,-0.027051175,London,Lewisham,326.0,Lewisham,,,1.0,1.0,1,60,346,1
002015-06012021,2021-01-06,2021,01:06:53,1,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,CR0 5HL,CR0,10001008023.0,20502244,E09000008,CROYDON,Croydon,E05011483,SHIRLY SOUTH,SHIRLY SOUTH,534615.0,164834.0,534650,164850,51.36662338,-0.06762862,London,Woodside,301.0,Woodside,324.0,Croydon,2.0,3.0,3,125,721,1
002189-06012021,2021-01-06,2021,15:12:55,15,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,SW3 3AX,SW3,217077445.0,21700492,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009389,BROMPTON & HANS TOWN,BROMPTON & HANS TOWN,527457.0,178634.0,527450,178650,51.49230222,-0.16542952,London,Chelsea,211.0,Chelsea,,,1.0,1.0,1,60,346,2
002273-06012021,2021-01-06,2021,18:49:36,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,N7 6LJ,N7,10091005218.0,21606449,E09000019,ISLINGTON,Islington,E05013713,Tufnell Park,Tufnell Park,530229.0,186089.0,530250,186050,51.55866047,-0.122767626,London,Holloway,266.0,Holloway,303.0,Kentish Town,2.0,2.0,2,91,525,2
002366-07012021,2021-01-07,2021,00:02:44,0,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,N14 5DU,N14,200089917.0,20033100,E09000003,BARNET,Barnet,E05013629,Brunswick Park,Brunswick Park,528230.0,194032.0,528250,194050,51.63050407,-0.148690762,London,Southgate,196.0,Southgate,,,2.0,2.0,1,60,346,1
002381-07012021,2021-01-07,2021,01:49:02,1,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,NW9 6HS,NW9,200025483.0,20009840,E09000003,BARNET,Barnet,E05013633,Colindale South,Colindale South,521194.0,189369.0,521150,189350,51.59015689,-0.251914304,London,Hendon,387.0,Hendon,,,1.0,1.0,1,60,346,1
002419-07012021,2021-01-07,2021,06:51:05,6,Fire,Secondary Fire,,Outdoor,Railway trackside vegetation ,Nearby address - no building in street,SE4 2AB,SE4,100023000000.0,22004513,E09000023,LEWISHAM,Lewisham,E05013716,Brockley,Brockley,536507.0,175850.0,536550,175850,51.46517368,-0.036230451,London,Lewisham,370.0,New Cross,407.0,Greenwich,2.0,2.0,2,70,404,2
002452-07012021,2021-01-07,2021,09:34:08,9,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,N4 1LA,N4,100023000000.0,21106543,E09000014,HARINGEY,Haringey,E05013590,Harringay,Harringay,531814.0,188642.0,531850,188650,51.58123757,-0.098962881,London,Tottenham,368.0,Holloway,,,1.0,1.0,1,60,346,1
002528-07012021,2021-01-07,2021,13:30:09,13,Fire,Secondary Fire,,Outdoor,Other outdoor location ,In street outside gazetteer location,SW16 1UA,SW16,100023000000.0,22900054,E09000032,WANDSWORTH,Wandsworth,E05014013,Furzedown,Furzedown,529336.0,171414.0,529350,171450,51.42698665,-0.141017471,London,Tooting,250.0,Tooting,412.0,West Norwood,2.0,2.0,2,60,346,1
002551-07012021,2021-01-07,2021,14:25:15,14,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,N3 1PL,N3,200045886.0,20017000,E09000003,BARNET,Barnet,E05013648,West Finchley,West Finchley,525265.0,191787.0,525250,191750,51.61099778,-0.192318062,London,Finchley,422.0,Finchley,,,1.0,1.0,1,60,346,1
002576-07012021,2021-01-07,2021,15:14:34,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,RM11 2EQ,RM11,100021000000.0,21300207,E09000016,HAVERING,Havering,E05013985,Squirrel's Heath,Squirrel's Heath,553803.0,189853.0,553850,189850,51.5865567,0.218685838,London,Hornchurch,651.0,Dagenham,904.0,Ilford,3.0,3.0,3,92,531,1
002639-07012021,2021-01-07,2021,18:00:55,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,W4 2SH,W4,10094944498.0,21590273,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,520871.0,176247.0,520850,176250,51.47229251,-0.261066356,London,Chiswick,547.0,Acton,,,1.0,1.0,1,60,346,1
002678-07012021,2021-01-07,2021,19:47:10,19,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,HA5 3TQ,HA5,100021000000.0,21201808,E09000015,HARROW,Harrow,E05013555,Pinner,Pinner,511104.0,190103.0,511150,190150,51.59883209,-0.397268403,London,Harrow,335.0,Harrow,,,1.0,1.0,1,60,346,1
003029-08012021,2021-01-08,2021,17:52:55,17,Fire,Secondary Fire,,Outdoor,Heathland ,On land associated with building,TW13 7EY,TW13,200004000000.0,21501359,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,511431.0,172413.0,511450,172450,51.43976338,-0.398140747,London,Feltham,321.0,Feltham,,,1.0,1.0,1,60,346,1
003245-08012021,2021-01-08,2021,23:39:44,23,Fire,Secondary Fire,,Outdoor,Cemetery ,On land associated with building,E1 6JN,E1,100023000000.0,20900920,E09000012,HACKNEY,Hackney,E05009377,HOXTON EAST & SHOREDITCH,HOXTON EAST & SHOREDITCH,533511.0,182650.0,533550,182650,51.52699425,-0.076754137,London,Shoreditch,150.0,Shoreditch,,,1.0,1.0,1,60,346,9
002991-08012021,2021-01-08,2021,16:19:47,16,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,TW3 3RN,TW3,10093765479.0,21500603,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,513332.0,175263.0,513350,175250,51.46500309,-0.369877959,London,Heston,358.0,Feltham,,,1.0,1.0,1,60,346,1
003017-08012021,2021-01-08,2021,17:30:07,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,DA7 4UP,DA7,100020000000.0,20100933,E09000004,BEXLEY,Bexley,E05011223,CROOK LOG,CROOK LOG,547707.0,175940.0,547750,175950,51.46317155,0.124929739,London,Bexley,341.0,Bexley,,,1.0,1.0,1,60,346,1
002925-08012021,2021-01-08,2021,13:06:17,13,Fire,Secondary Fire,,Outdoor,Park ,In street close to gazetteer location,N16 5BD,N16,10008299066.0,20900135,E09000012,HACKNEY,Hackney,E05009384,STAMFORD HILL WEST,STAMFORD HILL WEST,533316.0,187240.0,533350,187250,51.5682877,-0.077828978,London,Stoke Newington,216.0,Stoke Newington,,,1.0,1.0,1,60,346,1
002910-08012021,2021-01-08,2021,12:36:37,12,Fire,Secondary Fire,,Outdoor,Golf course (not building on course),On land associated with building,W4 2SH,W4,10025578568.0,21590273,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,520929.0,176238.0,520950,176250,51.47219503,-0.260245681,London,Chiswick,650.0,Richmond,,,1.0,1.0,1,60,346,1
002978-08012021,2021-01-08,2021,15:50:19,15,Fire,Primary Fire,,Outdoor,Woodland/forest - conifers/softwood ,Open land/water - nearest gazetteer location,NW4 1PJ,NW4,200149463.0,20001700,E09000003,BARNET,Barnet,E05013639,Finchley Church End,Finchley Church End,523444.0,190376.0,523450,190350,51.59872077,-0.219096959,London,Hendon,393.0,Mill Hill,,,1.0,1.0,1,60,346,2
003296-09012021,2021-01-09,2021,01:44:42,1,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,In street outside gazetteer location,E1 6QH,E1,6001082.0,22700974,E09000030,TOWER HAMLETS,Tower Hamlets,E05009333,Spitalfields & Banglatown,Spitalfields & Banglatown,533772.0,181847.0,533750,181850,51.51971954,-0.073308297,London,Whitechapel,244.0,Whitechapel,,,1.0,1.0,1,60,346,1
003530-09012021,2021-01-09,2021,15:02:54,15,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Open land/water - nearest gazetteer location,W3 8SA,W3,12142499.0,20600480,E09000009,EALING,Ealing,E05013536,South Acton,South Acton,519823.0,180133.0,519850,180150,51.50743817,-0.274838431,London,Acton,193.0,Acton,,,1.0,1.0,1,60,346,1
003562-09012021,2021-01-09,2021,16:10:55,16,Fire,Secondary Fire,,Outdoor,Wasteland ,On land associated with building,TW13 5NB,TW13,10094941483.0,21500632,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,512437.0,172974.0,512450,172950,51.44460672,-0.383488389,London,Feltham,278.0,Feltham,,,1.0,1.0,1,60,346,1
003576-09012021,2021-01-09,2021,16:39:07,16,Fire,Secondary Fire,,Outdoor,Cemetery ,On land associated with building,W3 8LF,W3,200004000000.0,21500535,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519310.0,178720.0,519350,178750,51.49484583,-0.282695993,London,Acton,335.0,Acton,,,1.0,1.0,1,60,346,1
003582-09012021,2021-01-09,2021,16:47:26,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Nearby address - street not listed in gazetteer,SE2 0AX,SE2,10011844365.0,20100004,E09000004,BEXLEY,Bexley,E05011218,BELVEDERE,BELVEDERE,547941.0,178794.0,547950,178750,51.48874872,0.129490906,London,Erith,596.0,Plumstead,,,1.0,1.0,1,60,346,1
003621-09012021,2021-01-09,2021,18:22:59,18,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),Nearby address - no building in street,SW19 3DE,SW19,48100099.0,22104545,E09000024,MERTON,Merton,E05013810,Abbey,Abbey,525613.0,169594.0,525650,169550,51.4114693,-0.195185905,London,Wimbledon,201.0,Wimbledon,,,1.0,1.0,1,60,346,1
003636-09012021,2021-01-09,2021,18:58:18,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,UB3 3JS,UB3,100021000000.0,21400872,E09000017,HILLINGDON,Hillingdon,E05013569,Hayes Town,Hayes Town,510347.0,180171.0,510350,180150,51.50971054,-0.411305776,London,Hayes,393.0,Hayes,1095.0,Southall,2.0,2.0,2,116,669,1
003665-09012021,2021-01-09,2021,20:01:04,20,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SE15 2PH,SE15,200003000000.0,22500579,E09000028,SOUTHWARK,Southwark,E05011108,NUNHEAD & QUEEN'S ROAD,NUNHEAD & QUEEN'S ROAD,534589.0,176418.0,534550,176450,51.47073672,-0.063602773,London,New Cross,93.0,Peckham,,,1.0,1.0,1,60,346,1
003831-10012021,2021-01-10,2021,08:39:42,8,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,SW15 3TP,SW15,121050279.0,22906191,E09000032,WANDSWORTH,Wandsworth,E05014030,West Putney,West Putney,523469.0,173808.0,523450,173850,51.44980738,-0.224537471,London,Wandsworth,468.0,Wandsworth,,,1.0,1.0,1,60,346,1
004025-10012021,2021-01-10,2021,18:42:38,18,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,UB3 3DZ,UB3,200002000000.0,21402832,E09000017,HILLINGDON,Hillingdon,E05013582,Wood End,Wood End,510361.0,180802.0,510350,180850,51.51537438,-0.410910992,London,Hayes,299.0,Southall,,,1.0,1.0,1,60,346,1
004037-10012021,2021-01-10,2021,19:00:58,19,Fire,Secondary Fire,,Outdoor,Park ,Nearby address - no building in street,SW4 9SW,SW4,121041515.0,22900961,E09000032,WANDSWORTH,Wandsworth,E05014014,Lavender,Lavender,527894.0,175141.0,527850,175150,51.46081076,-0.16041178,London,Battersea,199.0,Battersea,,,1.0,1.0,1,60,346,3
004388-11012021,2021-01-11,2021,18:45:52,18,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,HA4 8EQ,HA4,10025298615.0,21400865,E09000017,HILLINGDON,Hillingdon,E05013577,Ruislip,Ruislip,510257.0,188229.0,510250,188250,51.58215079,-0.410079762,London,Ruislip,295.0,Ruislip,,,1.0,1.0,1,60,346,7
004340-11012021,2021-01-11,2021,15:40:05,15,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,RM9 6JU,RM9,100039053.0,19900450,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014062,Goresbrook,Goresbrook,548354.0,184575.0,548350,184550,51.54058999,0.13786036,London,Dagenham,362.0,Dagenham,,,1.0,1.0,1,60,346,1
004260-11012021,2021-01-11,2021,11:30:18,11,Fire,Primary Fire,,Outdoor,Woodland/forest - conifers/softwood ,Open land/water - nearest gazetteer location,W4 2TF,W4,10094941488.0,21500503,E09000018,HOUNSLOW,Hounslow,E05013610,Chiswick Homefields,Chiswick Homefields,521240.0,176847.0,521250,176850,51.47760059,-0.255554222,London,Chiswick,440.0,Hammersmith,,,1.0,1.0,1,60,346,1
004730-12012021,2021-01-12,2021,18:41:48,18,Fire,Secondary Fire,,Outdoor,Other outdoor location ,In street outside gazetteer location,CR0 1TB,CR0,100023000000.0,20500961,E09000008,CROYDON,Croydon,E05011468,FAIRFIELD,FAIRFIELD,532179.0,165583.0,532150,165550,51.37393268,-0.102315818,London,Croydon,193.0,Croydon,,,1.0,1.0,1,60,346,1
005122-13012021,2021-01-13,2021,15:56:08,15,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,SM4 6BF,SM4,48113214.0,22100636,E09000024,MERTON,Merton,E05013822,Ravensbury,Ravensbury,527373.0,167543.0,527350,167550,51.39264402,-0.170626117,London,Mitcham,283.0,Mitcham,,,1.0,1.0,1,60,346,1
005166-13012021,2021-01-13,2021,17:10:27,17,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,BR1 4RQ,BR1,200001000000.0,22001827,E09000023,LEWISHAM,Lewisham,E05013720,Downham,Downham,539571.0,171182.0,539550,171150,51.42247933,0.006009188,London,Bromley,391.0,Bromley,,,1.0,1.0,1,60,346,2
005562-14012021,2021-01-14,2021,16:07:48,16,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,UB7 8EX,UB7,100022000000.0,21400704,E09000017,HILLINGDON,Hillingdon,E05013584,Yiewsley,Yiewsley,506240.0,180490.0,506250,180450,51.51336147,-0.470369346,London,Hillingdon,357.0,Hayes,,,1.0,1.0,1,60,346,1
005574-14012021,2021-01-14,2021,16:37:15,16,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,UB3 1TW,UB3,100021000000.0,21401291,E09000017,HILLINGDON,Hillingdon,E05013576,Pinkwell,Pinkwell,508727.0,178974.0,508750,178950,51.49926476,-0.435008445,London,Hayes,151.0,Hayes,462.0,Heathrow,2.0,2.0,2,60,346,1
005824-15012021,2021-01-15,2021,09:57:19,9,Fire,Secondary Fire,,Outdoor,Playground/Recreation area (not equipment),In street close to gazetteer location,SW9 9TF,SW9,10008786408.0,21901316,E09000022,LAMBETH,Lambeth,E05014096,Brixton North,Brixton North,530944.0,175809.0,530950,175850,51.46611151,-0.116286896,London,Brixton,200.0,Brixton,,,1.0,1.0,1,60,346,1
006078-15012021,2021-01-15,2021,21:40:39,21,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,DA14 6BS,DA14,10011845186.0,20100308,E09000004,BEXLEY,Bexley,E05011230,SIDCUP,SIDCUP,546232.0,171296.0,546250,171250,51.42181966,0.101786671,London,Sidcup,359.0,Sidcup,,,1.0,1.0,1,60,346,1
006449-16012021,2021-01-16,2021,23:24:06,23,Fire,Secondary Fire,,Outdoor,Park ,In street outside gazetteer location,NW11 6PB,NW11,200154134.0,20032740,E09000003,BARNET,Barnet,E05013641,Garden Suburb,Garden Suburb,525571.0,188740.0,525550,188750,51.58354474,-0.188987865,London,Finchley,409.0,Hendon,,,1.0,1.0,1,60,346,1
006656-17012021,2021-01-17,2021,16:27:33,16,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,In street outside gazetteer location,E6 5YS,E6,46026084.0,22200612,E09000025,NEWHAM,Newham,E05013904,Beckton,Beckton,542158.0,182086.0,542150,182050,51.51981117,0.047576479,London,East Ham,472.0,Barking,838.0,Barking,1.0,2.0,2,60,346,1
006662-17012021,2021-01-17,2021,16:42:47,16,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,TW5 9RU,TW5,10091099095.0,21400962,E09000017,HILLINGDON,Hillingdon,E05013570,Heathrow Villages,Heathrow Villages,509437.0,177860.0,509450,177850,51.48911209,-0.425123725,London,Hayes,292.0,Hayes,,,1.0,1.0,1,82,473,1
006836-18012021,2021-01-18,2021,09:03:14,9,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,SW9 7BP,SW9,100022000000.0,21901083,E09000022,LAMBETH,Lambeth,E05014096,Brixton North,Brixton North,531275.0,176000.0,531250,176050,51.46775212,-0.111450898,London,Brixton,161.0,Brixton,162.0,Brixton,1.0,2.0,2,60,346,2
006958-18012021,2021-01-18,2021,15:19:37,15,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,RM1 2AJ,RM1,10012929588.0,21301604,E09000016,HAVERING,Havering,E05013981,St. Alban's,St. Alban's,551619.0,187822.0,551650,187850,51.56889403,0.18631076,London,Hornchurch,284.0,Dagenham,,,1.0,1.0,1,60,346,1
007084-18012021,2021-01-18,2021,21:12:16,21,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SW19 6JT,SW19,100023000000.0,22905379,E09000032,WANDSWORTH,Wandsworth,E05014029,West Hill,West Hill,523955.0,172691.0,523950,172650,51.43966179,-0.217937816,London,Wandsworth,316.0,Wandsworth,,,1.0,1.0,1,60,346,2
007359-19012021,2021-01-19,2021,13:33:33,13,Fire,Secondary Fire,,Outdoor,Other outdoor location ,In street close to gazetteer location,SW3 4PW,SW3,217111648.0,21700213,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,ROYAL HOSPITAL,ROYAL HOSPITAL,527365.0,178161.0,527350,178150,51.48806644,-0.166930983,London,Chelsea,174.0,Chelsea,,,1.0,1.0,1,71,409,1
007428-19012021,2021-01-19,2021,17:00:21,17,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,NW7 4NR,NW7,200118758.0,20043120,E09000003,BARNET,Barnet,E05013645,Mill Hill,Mill Hill,521573.0,193165.0,521550,193150,51.62418568,-0.245132992,London,Mill Hill,286.0,Mill Hill,,,1.0,1.0,1,60,346,1
007615-20012021,2021-01-20,2021,09:18:40,9,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,NW10 1AA,NW10,202075033.0,20200589,E09000005,BRENT,Brent,E05013500,Dollis Hill,Dollis Hill,521793.0,185645.0,521750,185650,51.55655597,-0.244561396,London,Willesden,210.0,Willesden,426.0,Park Royal,2.0,2.0,2,60,346,1
007725-20012021,2021-01-20,2021,15:41:07,15,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,In street close to gazetteer location,E1 3FW,E1,6184545.0,22701230,E09000030,TOWER HAMLETS,Tower Hamlets,E05009329,St. Dunstan's,St. Dunstan's,535880.0,181895.0,535850,181850,51.51964217,-0.042925143,London,Bethnal Green,312.0,Bethnal Green,,,1.0,1.0,1,60,346,1
008772-23012021,2021-01-23,2021,17:03:27,17,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE28 0DE,SE28,100021000000.0,20800655,E09000011,GREENWICH,Greenwich,E05014091,West Thamesmead,West Thamesmead,544885.0,179165.0,544850,179150,51.49287801,0.085656865,London,Plumstead,720.0,Plumstead,,,1.0,1.0,1,60,346,1
008669-23012021,2021-01-23,2021,12:24:37,12,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,NW9 8QY,NW9,202070324.0,20200749,E09000005,BRENT,Brent,E05013513,Welsh Harp,Welsh Harp,520293.0,187689.0,520250,187650,51.57524959,-0.265489071,London,Stanmore,570.0,Hendon,,,1.0,1.0,1,60,346,4
