IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
001237-03012022,2022-01-03,2022,16:32:35,16,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,EN2 9HE,EN2,10025281897.0,20702544,E09000010,ENFIELD,Enfield,E05013695,Whitewebbs,Whitewebbs,534159.0,199366.0,534150,199350,51.67705189,-0.061042825,London,Enfield,261.0,Enfield,,,1.0,1.0,1,60,352,1.0
001266-03012022,2022-01-03,2022,17:27:11,17,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,In street close to gazetteer location,SE28 0HT,SE28,10010225611.0,20801879,E09000011,GREENWICH,Greenwich,E05014091,West Thamesmead,West Thamesmead,545054.0,179914.0,545050,179950,51.49956067,0.08839267,London,Plumstead,275.0,Plumstead,,,1.0,1.0,1,60,352,2.0
001350-03012022,2022-01-03,2022,21:05:28,21,Fire,Primary Fire,,Outdoor Structure,Tunnel/ subway ,Correct incident location,W2 6HU,W2,100024000000.0,8400530,E09000033,WESTMINSTER,Westminster,E05013793,Bayswater,Bayswater,525868.0,181614.0,525850,181650,51.51943471,-0.187245204,London,Paddington,505.0,Paddington,,,1.0,1.0,1,60,352,2.0
001787-04012022,2022-01-04,2022,22:38:17,22,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,IG8 8LZ,IG8,100023000000.0,22305280,E09000026,REDBRIDGE,Redbridge,E05011236,BRIDGE,BRIDGE,542289.0,190903.0,542250,190950,51.59900897,0.053028252,London,Woodford,455.0,Woodford,471.0,Hainault,2.0,2.0,2,60,352,1.0
001649-04012022,2022-01-04,2022,16:05:26,16,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,W14 0QL,W14,34131461.0,21000411,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013734,Avonmore,Avonmore,523947.0,178639.0,523950,178650,51.49312179,-0.21597065,London,Hammersmith,276.0,Hammersmith,308.0,Hammersmith,1.0,2.0,2,60,352,1.0
001719-04012022,2022-01-04,2022,19:15:07,19,Fire,Secondary Fire,,Outdoor,Hedge,In street remote from gazetteer location,W2 1XA,W2,100023000000.0,8400976,E09000033,WESTMINSTER,Westminster,E05013799,Little Venice,Little Venice,526348.0,181812.0,526350,181850,51.52111067,-0.180260216,London,Paddington,289.0,Paddington,,,1.0,1.0,1,60,352,1.0
002108-05012022,2022-01-05,2022,17:28:47,17,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,RM6 4HB,RM6,100022000000.0,22306013,E09000026,REDBRIDGE,Redbridge,E05011237,CHADWELL,CHADWELL,547045.0,187695.0,547050,187650,51.56896048,0.120302118,London,Ilford,425.0,Ilford,,,1.0,1.0,1,60,352,1.0
001834-05012022,2022-01-05,2022,02:37:54,2,Fire,Primary Fire,,Outdoor Structure,Bridge,Open land/water - nearest gazetteer location,SW19 1XF,SW19,48103538.0,22100700,E09000024,MERTON,Merton,E05013826,Wandle,Wandle,526466.0,170763.0,526450,170750,51.42178014,-0.182514354,London,Wimbledon,408.0,Tooting,,,2.0,2.0,2,149,874,4.0
001980-05012022,2022-01-05,2022,12:02:17,12,Fire,Secondary Fire,,Outdoor Structure,Fence,Correct incident location,E4 8HA,E4,100023000000.0,22872000,E09000031,WALTHAM FOREST,Waltham Forest,E05013901,Valley,Valley,536511.0,192692.0,536550,192650,51.61651627,-0.029647792,London,Chingford,504.0,Woodford,,,1.0,1.0,1,60,352,1.0
002550-06012022,2022-01-06,2022,16:33:11,16,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,EN5 2NZ,EN5,200162796.0,20029040,E09000003,BARNET,Barnet,E05013647,Underhill,Underhill,524314.0,195170.0,524350,195150,51.64160804,-0.204842233,London,Barnet,429.0,Barnet,,,1.0,1.0,1,60,352,5.0
002599-06012022,2022-01-06,2022,19:01:51,19,Fire,Primary Fire,,Outdoor Structure,Recycling collection point/ bottle bank,Correct incident location,IG8 8LQ,IG8,100022000000.0,22305280,E09000026,REDBRIDGE,Redbridge,E05011243,FULLWELL,FULLWELL,541877.0,190085.0,541850,190050,51.59176253,0.046757268,London,Woodford,380.0,Woodford,,,1.0,1.0,1,60,352,3.0
003047-07012022,2022-01-07,2022,22:06:12,22,Fire,Secondary Fire,,Outdoor,Park ,In street close to gazetteer location,RM9 6JJ,RM9,100054930.0,19900668,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014062,Goresbrook,Goresbrook,548607.0,184309.0,548650,184350,51.53813432,0.141402851,London,Dagenham,394.0,Dagenham,,,1.0,1.0,1,60,352,1.0
003138-08012022,2022-01-08,2022,04:12:35,4,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,EC1V 7PQ,EC1V,5300038746.0,21605046,E09000019,ISLINGTON,Islington,E05013711,St. Peter's & Canalside,St. Peter's & Canalside,531845.0,182936.0,531850,182950,51.52995756,-0.100650429,London,Islington,551.0,Islington,,,1.0,1.0,1,60,352,2.0
003659-09012022,2022-01-09,2022,13:42:00,13,Fire,Primary Fire,,Outdoor Structure,Camping tent ,In street close to gazetteer location,WC2R 0BH,WC2R,10033547782.0,8400999,E09000033,WESTMINSTER,Westminster,E05013806,St. James's,St. James's,530680.0,180656.0,530650,180650,51.5097342,-0.118284975,London,Soho,291.0,Lambeth,283.0,Dowgate,2.0,2.0,2,60,352,1.0
003751-09012022,2022-01-09,2022,17:18:58,17,Fire,Secondary Fire,,Outdoor Structure,Fence,In street remote from gazetteer location,NW6 4TJ,NW6,5069883.0,20400569,E09000007,CAMDEN,Camden,E05013670,South Hampstead,South Hampstead,526515.0,184113.0,526550,184150,51.54174941,-0.177036569,London,West Hampstead,292.0,West Hampstead,,,1.0,1.0,1,60,352,3.0
003961-10012022,2022-01-10,2022,06:53:32,6,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,EC3M 7DQ,EC3M,95509871.0,8100317,E09000001,CITY OF LONDON,City Of london,E05009289,ALDGATE,ALDGATE,533197.0,181072.0,533150,181050,51.51288749,-0.081886531,London,Dowgate,526.0,Whitechapel,,,1.0,1.0,1,60,352,1.0
004214-10012022,2022-01-10,2022,16:23:09,16,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW2 6AA,TW2,100022000000.0,22401455,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013781,Heathfield,Heathfield,513153.0,172842.0,513150,172850,51.44328161,-0.373233769,London,Twickenham,365.0,Twickenham,430.0,Twickenham,1.0,2.0,2,72,422,2.0
004464-11012022,2022-01-11,2022,05:46:45,5,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,N17 7AA,N17,10003976907.0,21104361,E09000014,HARINGEY,Haringey,E05013587,Bruce Castle,Bruce Castle,533374.0,190914.0,533350,190950,51.60129019,-0.075603811,London,Tottenham,324.0,Tottenham,,,1.0,1.0,1,60,352,1.0
004488-11012022,2022-01-11,2022,07:29:48,7,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,Open land/water - nearest gazetteer location,E12 5DH,E12,10023193513.0,22302576,E09000026,REDBRIDGE,Redbridge,E05011254,WANSTEAD PARK,WANSTEAD PARK,541555.0,186395.0,541550,186350,51.55868955,0.040617811,London,Leytonstone,467.0,Leytonstone,,,1.0,1.0,1,60,352,1.0
004626-11012022,2022-01-11,2022,14:13:03,14,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,UB4 8JY,UB4,100021000000.0,21401618,E09000017,HILLINGDON,Hillingdon,E05013565,Charville,Charville,509488.0,181700.0,509450,181750,51.52361378,-0.423199442,London,Hillingdon,225.0,Hillingdon,,,1.0,1.0,1,60,352,1.0
004789-11012022,2022-01-11,2022,20:48:52,20,Fire,Primary Fire,,Outdoor Structure,Other outdoor structures ,Correct incident location,N10 1LN,N10,100021000000.0,21101292,E09000014,HARINGEY,Haringey,E05013589,Fortis Green,Fortis Green,528418.0,190504.0,528450,190550,51.59875896,-0.147266204,London,Hornsey,255.0,Hornsey,324.0,Hornsey,1.0,2.0,2,61,358,1.0
005239-12012022,2022-01-12,2022,21:27:27,21,Fire,Secondary Fire,,Outdoor Structure,Cables ,On land associated with building,E16 4TL,E16,10008998147.0,22201599,E09000025,NEWHAM,Newham,E05013906,Canning Town North,Canning Town North,538661.0,182018.0,538650,182050,51.52007205,-0.002820691,London,Poplar,372.0,Poplar,421.0,Stratford,4.0,4.0,4,281,1649,2.0
005757-13012022,2022-01-13,2022,22:46:11,22,Fire,Primary Fire,,Outdoor Structure,Outdoor storage ,Correct incident location,SW13 0LU,SW13,100022000000.0,22404182,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013783,Mortlake & Barnes Common,Mortlake & Barnes Common,521758.0,175986.0,521750,175950,51.46975106,-0.248398356,London,Richmond,354.0,Richmond,363.0,Wandsworth,2.0,2.0,2,71,417,3.0
005652-13012022,2022-01-13,2022,18:53:47,18,Fire,Secondary Fire,,Outdoor,Railway ,In street remote from gazetteer location,SW17 0SU,SW17,121013700.0,22905477,E09000032,WANDSWORTH,Wandsworth,E05014024,Tooting Broadway,Tooting Broadway,527452.0,171427.0,527450,171450,51.42753113,-0.168101386,London,Tooting,223.0,Tooting,,,1.0,1.0,1,60,352,1.0
005299-13012022,2022-01-13,2022,00:07:01,0,Fire,Secondary Fire,,Outdoor,Park ,Nearby address - street not listed in gazetteer,HA8 9TB,HA8,200158006.0,20015180,E09000003,BARNET,Barnet,E05013638,Edgwarebury,Edgwarebury,520336.0,193103.0,520350,193150,51.62389888,-0.26301583,London,Mill Hill,617.0,Mill Hill,,,1.0,1.0,1,60,352,1.0
005636-13012022,2022-01-13,2022,18:13:10,18,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,RM14 2AJ,RM14,100021000000.0,21301755,E09000016,HAVERING,Havering,E05013986,Upminster,Upminster,555972.0,186261.0,555950,186250,51.55368853,0.248377404,London,Hornchurch,302.0,Hornchurch,,,1.0,1.0,1,60,352,1.0
005921-14012022,2022-01-14,2022,08:29:40,8,Fire,Secondary Fire,,Outdoor,Scrub land ,In street close to gazetteer location,N17 7EQ,N17,100024000000.0,21106424,E09000014,HARINGEY,Haringey,E05013604,White Hart Lane,White Hart Lane,532238.0,190553.0,532250,190550,51.59830855,-0.092137175,London,Tottenham,213.0,Tottenham,,,1.0,1.0,1,60,352,1.0
006084-14012022,2022-01-14,2022,15:25:05,15,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,In street remote from gazetteer location,SM5 2AN,SM5,5870117643.0,22602475,E09000029,SUTTON,Sutton,E05013756,Carshalton Central,Carshalton Central,528078.0,164813.0,528050,164850,51.36794638,-0.161491526,London,Wallington,629.0,Mitcham,,,1.0,1.0,1,60,352,1.0
006287-14012022,2022-01-14,2022,22:14:57,22,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,SE15 3HB,SE15,10094744117.0,22500922,E09000028,SOUTHWARK,Southwark,E05011108,NUNHEAD & QUEEN'S ROAD,NUNHEAD & QUEEN'S ROAD,535065.0,175872.0,535050,175850,51.46571308,-0.056963331,London,New Cross,182.0,New Cross,322.0,Peckham,2.0,2.0,2,60,352,1.0
006533-15012022,2022-01-15,2022,12:59:34,12,Fire,Secondary Fire,,Outdoor Structure,Fence,On land associated with building,SW6 4LY,SW6,34043597.0,21000589,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013739,Fulham Town,Fulham Town,524781.0,176304.0,524750,176350,51.47195722,-0.204779764,London,Fulham,184.0,Fulham,,,1.0,1.0,1,60,352,1.0
006742-15012022,2022-01-15,2022,21:03:37,21,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,E16 4LU,E16,10008991736.0,22201552,E09000025,NEWHAM,Newham,E05013906,Canning Town North,Canning Town North,539420.0,181954.0,539450,181950,51.51930787,0.008086032,London,Plaistow,317.0,Poplar,,,1.0,1.0,1,60,352,1.0
006765-15012022,2022-01-15,2022,22:12:21,22,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,N6 4TB,N6,200228076.0,21107070,E09000003,BARNET,Barnet,E05013636,East Finchley,East Finchley,527741.0,189108.0,527750,189150,51.58636051,-0.1575457,London,Finchley,473.0,Finchley,,,1.0,1.0,1,60,352,1.0
007053-16012022,2022-01-16,2022,15:35:05,15,Fire,Secondary Fire,,Outdoor,Straw/stubble burning ,On land associated with building,BR3 5BP,BR3,10023230395.0,22007038,E09000023,LEWISHAM,Lewisham,E05013714,Bellingham,Bellingham,537766.0,170640.0,537750,170650,51.41804758,-0.020142435,London,Beckenham,,,,,1.0,1.0,1,60,352,2.0
007060-16012022,2022-01-16,2022,15:42:06,15,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,TW2 5HG,TW2,100022000000.0,22401495,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013790,West Twickenham,West Twickenham,513969.0,172708.0,513950,172750,51.44191667,-0.36154619,London,Twickenham,292.0,Twickenham,,,1.0,1.0,1,60,352,1.0
007119-16012022,2022-01-16,2022,18:03:13,18,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,UB7 8BF,UB7,100021000000.0,21400451,E09000017,HILLINGDON,Hillingdon,E05013584,Yiewsley,Yiewsley,506175.0,181078.0,506150,181050,51.51865824,-0.47112065,London,Hillingdon,532.0,Hillingdon,,,1.0,1.0,1,60,352,1.0
007154-16012022,2022-01-16,2022,19:15:57,19,Fire,Secondary Fire,,Outdoor,Heathland ,Open land/water - nearest gazetteer location,SE18 4HQ,SE18,10010228375.0,20801648,E09000011,GREENWICH,Greenwich,E05014093,Woolwich Common,Woolwich Common,542937.0,177487.0,542950,177450,51.47829005,0.056931062,London,Eltham,489.0,East Greenwich,,,1.0,1.0,1,60,352,2.0
007335-17012022,2022-01-17,2022,07:58:13,7,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,N17 7JJ,N17,10022937490.0,21106111,E09000014,HARINGEY,Haringey,E05013604,White Hart Lane,White Hart Lane,532108.0,191301.0,532150,191350,51.6050635,-0.093731908,London,Tottenham,444.0,Tottenham,519.0,Tottenham,1.0,2.0,2,84,493,3.0
008326-18012022,2022-01-18,2022,22:50:09,22,Fire,Primary Fire,,Outdoor Structure,Outdoor storage ,On land associated with building,E10 5AD,E10,100023000000.0,22813550,E09000031,WALTHAM FOREST,Waltham Forest,E05013887,Forest,Forest,538001.0,187844.0,538050,187850,51.57259178,-0.010044274,London,Leyton,336.0,Leyton,,,1.0,1.0,1,60,352,2.0
008703-19012022,2022-01-19,2022,19:34:02,19,Fire,Secondary Fire,,Outdoor Structure,Barbecue,On land associated with building,N7 8LT,N7,5300047749.0,21606449,E09000019,ISLINGTON,Islington,E05013708,Laycock,Laycock,531287.0,184973.0,531250,184950,51.54838576,-0.107932739,London,Islington,158.0,Islington,,,1.0,1.0,1,60,352,1.0
008717-19012022,2022-01-19,2022,20:47:25,20,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE2 0AX,SE2,10011844365.0,20100004,E09000004,BEXLEY,Bexley,E05011218,BELVEDERE,BELVEDERE,547904.0,178804.0,547950,178850,51.48885402,0.128964037,London,Erith,275.0,Erith,,,1.0,1.0,1,60,352,2.0
008695-19012022,2022-01-19,2022,19:10:52,19,Fire,Primary Fire,,Outdoor Structure,Other outdoor structures ,Correct incident location,DA7 6EJ,DA7,100020000000.0,20100956,E09000004,BEXLEY,Bexley,E05011222,CRAYFORD,CRAYFORD,550428.0,175598.0,550450,175550,51.459376,0.163915,London,Bexley,171.0,Bexley,391.0,Erith,2.0,2.0,2,107,628,1.0
008596-19012022,2022-01-19,2022,15:40:50,15,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,SW19 8UG,SW19,48107537.0,22106600,E09000024,MERTON,Merton,E05013828,Wimbledon Park,Wimbledon Park,525836.0,172274.0,525850,172250,51.43550467,-0.191032975,London,Wimbledon,449.0,Wimbledon,,,1.0,1.0,1,60,352,2.0
008825-20012022,2022-01-20,2022,05:42:33,5,Fire,Primary Fire,,Outdoor Structure,Outdoor storage ,On land associated with building,E17 3DE,E17,100024000000.0,22880100,E09000031,WALTHAM FOREST,Waltham Forest,E05013893,Hoe Street,Hoe Street,537920.0,189695.0,537950,189650,51.58923659,-0.01048474,London,Walthamstow,301.0,Walthamstow,363.0,Walthamstow,1.0,2.0,2,160,939,9.0
008874-20012022,2022-01-20,2022,08:57:23,8,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,SW4 9DE,SW4,121043459.0,22905259,E09000032,WANDSWORTH,Wandsworth,E05014016,Northcote,Northcote,528685.0,174916.0,528650,174950,51.45860491,-0.149104476,London,Clapham,380.0,Clapham,,,1.0,1.0,1,60,352,1.0
008884-20012022,2022-01-20,2022,09:41:03,9,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,On land associated with building,RM14 2XU,RM14,100021000000.0,21300146,E09000016,HAVERING,Havering,E05013986,Upminster,Upminster,555184.0,184918.0,555150,184950,51.54183395,0.236419951,London,Hornchurch,286.0,Wennington,447.0,Hornchurch,2.0,2.0,2,89,522,1.0
009082-20012022,2022-01-20,2022,17:28:04,17,Fire,Primary Fire,,Outdoor Structure,Other outdoor structures ,On land associated with building,SM3 9HY,SM3,48053932.0,22104775,E09000024,MERTON,Merton,E05013819,Lower Morden,Lower Morden,524399.0,166576.0,524350,166550,51.38460878,-0.213688976,London,Sutton,349.0,Sutton,,,1.0,1.0,1,111,651,2.0
009089-20012022,2022-01-20,2022,17:41:14,17,Fire,Secondary Fire,,Outdoor Structure,Barbecue,On land associated with building,E2 0HE,E2,6037219.0,22700365,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,Bethnal Green,Bethnal Green,535191.0,182635.0,535150,182650,51.52646225,-0.052561127,London,Bethnal Green,220.0,Bethnal Green,,,1.0,1.0,1,60,352,2.0
009248-20012022,2022-01-20,2022,22:53:51,22,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,RM8 2PR,RM8,100006978.0,19900093,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05000028,BECONTREE,BECONTREE,546987.0,186894.0,546950,186850,51.56178013,0.11913114,London,Ilford,276.0,Ilford,,,1.0,1.0,2,99,581,7.0
009513-21012022,2022-01-21,2022,13:40:30,13,Fire,Secondary Fire,,Outdoor,Other outdoor location ,On land associated with building,EN2 9HJ,EN2,207175098.0,20703047,E09000010,ENFIELD,Enfield,E05013695,Whitewebbs,Whitewebbs,533051.0,199939.0,533050,199950,51.68246993,-0.076828478,London,Enfield,467.0,Enfield,,,1.0,2.0,2,102,598,1.0
009530-21012022,2022-01-21,2022,14:06:37,14,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,UB7 8BW,UB7,768012387.0,21402165,E09000017,HILLINGDON,Hillingdon,E05013584,Yiewsley,Yiewsley,506971.0,180875.0,506950,180850,51.51668387,-0.459715582,London,Hillingdon,300.0,Hillingdon,,,1.0,1.0,1,60,352,4.0
009776-21012022,2022-01-21,2022,21:18:21,21,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,N19 3EX,N19,5300081287.0,21600770,E09000019,ISLINGTON,Islington,E05013705,Hillrise,Hillrise,529907.0,186953.0,529950,186950,51.56650159,-0.12709899,London,Holloway,352.0,Kentish Town,,,1.0,1.0,1,60,352,8.0
009804-21012022,2022-01-21,2022,22:25:23,22,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,TW1 3NP,TW1,10002263963.0,22403941,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013789,Twickenham Riverside,Twickenham Riverside,516341.0,173215.0,516350,173250,51.44598364,-0.327263517,London,Twickenham,321.0,Twickenham,,,1.0,1.0,1,60,352,1.0
010124-22012022,2022-01-22,2022,18:28:50,18,Fire,Secondary Fire,,Outdoor Structure,Cables ,Open land/water - nearest gazetteer location,N17 9QP,N17,100024000000.0,21103624,E09000014,HARINGEY,Haringey,E05013602,Tottenham Hale,Tottenham Hale,534815.0,189782.0,534850,189750,51.59077695,-0.055249335,London,Tottenham,289.0,Tottenham,,,1.0,1.0,1,60,352,2.0
010225-22012022,2022-01-22,2022,22:01:44,22,Fire,Secondary Fire,,Outdoor Structure,Other outdoor structures ,Correct incident location,RM3 9LL,RM3,10025666774.0,21301092,E09000016,HAVERING,Havering,E05013973,Harold Wood,Harold Wood,554770.0,191256.0,554750,191250,51.59889639,0.233245834,London,Harold Hill,163.0,Harold Hill,,,1.0,1.0,1,60,352,7.0
010664-23012022,2022-01-23,2022,18:21:09,18,Fire,Secondary Fire,,Outdoor Structure,Barbecue,On land associated with building,NW4 4RB,NW4,200110564.0,20041540,E09000003,BARNET,Barnet,E05013643,Hendon,Hendon,522854.0,190085.0,522850,190050,51.59622742,-0.227712626,London,Hendon,241.0,Hendon,,,1.0,1.0,1,60,352,2.0
010578-23012022,2022-01-23,2022,14:33:45,14,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,CR4 4NA,CR4,10025171633.0,22108214,E09000024,MERTON,Merton,E05013822,Ravensbury,Ravensbury,527415.0,167672.0,527450,167650,51.39378913,-0.169977005,London,Mitcham,172.0,Mitcham,,,1.0,1.0,1,60,352,1.0
010424-23012022,2022-01-23,2022,10:26:27,10,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,NW9 0PR,NW9,202051521.0,20202539,E09000005,BRENT,Brent,E05013504,Kingsbury,Kingsbury,520311.0,188984.0,520350,188950,51.58688592,-0.264780922,London,Stanmore,387.0,Hendon,,,1.0,1.0,1,60,352,2.0
010511-23012022,2022-01-23,2022,13:11:42,13,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,NW4 3SJ,NW4,200095318.0,20035200,E09000003,BARNET,Barnet,E05013643,Hendon,Hendon,522794.0,188949.0,522750,188950,51.58603341,-0.228966739,London,Hendon,482.0,Finchley,547.0,Mill Hill,2.0,2.0,2,60,352,1.0
010310-23012022,2022-01-23,2022,01:18:15,1,Fire,Secondary Fire,,Outdoor Structure,Fence,In street close to gazetteer location,N14 6AD,N14,207180636.0,20704942,E09000010,ENFIELD,Enfield,E05013692,Southgate,Southgate,529946.0,194465.0,529950,194450,51.63400272,-0.12374705,London,Southgate,233.0,Southgate,,,1.0,1.0,1,60,352,1.0
