IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
001686-04012023,2023-01-04,2023,11:33:14,11,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N18 2HG,N18,207015711.0,20704099,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534586.0,192529.0,534550,192550,51.61551129,-0.057501874,London,Edmonton,238.0,Edmonton,,,1.0,1.0,1,60,364,1.0
002085-05012023,2023-01-05,2023,09:34:46,9,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,CR0 6NR,CR0,100021000000.0,20501273,E09000008,CROYDON,Croydon,E05011462,ADDISCOMBE EAST,ADDISCOMBE EAST,534639.0,166792.0,534650,166750,51.38421354,-0.066546985,London,Woodside,275.0,Woodside,,,1.0,1.0,1,60,364,1.0
002338-05012023,2023-01-05,2023,19:16:31,19,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,N4 2DE,N4,100021000000.0,21106375,E09000014,HARINGEY,Haringey,E05013590,HARRINGAY,HARRINGAY,532008.0,187441.0,532050,187450,51.57039812,-0.096619705,London,Holloway,350.0,Stoke Newington,,,1.0,1.0,1,60,364,1.0
002571-06012023,2023-01-06,2023,10:57:28,10,Fire,Secondary Fire,,Outdoor,Scrub land ,In street close to gazetteer location,NW3 1EB,NW3,5076622.0,20400070,E09000007,CAMDEN,Camden,E05013659,HAMPSTEAD TOWN,HAMPSTEAD TOWN,526416.0,186288.0,526450,186250,51.56132061,-0.177676112,London,West Hampstead,448.0,Kentish Town,,,1.0,1.0,1,60,364,1.0
002681-06012023,2023-01-06,2023,15:24:27,15,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,EN3 7ED,EN3,207015280.0,20702265,E09000010,ENFIELD,Enfield,E05013674,BRIMSDOWN,BRIMSDOWN,535616.0,196780.0,535650,196750,51.65346599,-0.040976049,London,Enfield,256.0,Enfield,,,1.0,1.0,1,60,364,1.0
002815-06012023,2023-01-06,2023,20:42:49,20,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,E12 5DH,E12,10025170145.0,22302576,E09000026,REDBRIDGE,Redbridge,E05011254,WANSTEAD PARK,WANSTEAD PARK,541475.0,186455.0,541450,186450,51.55924713,0.039496568,London,Leytonstone,355.0,Leytonstone,,,1.0,1.0,1,60,364,1.0
003112-07012023,2023-01-07,2023,14:26:46,14,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,TW14 0DT,TW14,100022000000.0,21500331,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,511935.0,173706.0,511950,173750,51.45128507,-0.390483009,London,Feltham,336.0,Feltham,660.0,Heston,2.0,2.0,2,60,364,1.0
003374-08012023,2023-01-08,2023,00:36:10,0,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SW1E 6HQ,SW1E,10033549557.0,8401270,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529523.0,179673.0,529550,179650,51.50116597,-0.135312198,London,Soho,427.0,Lambeth,,,1.0,1.0,1,60,364,2.0
004566-10012023,2023-01-10,2023,16:43:01,16,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,BR5 3PH,BR5,10003629249.0,20300955,E09000006,BROMLEY,Bromley,E05014006,ST. MARY CRAY,ST. MARY CRAY,547732.0,168012.0,547750,168050,51.391922,0.121979558,London,Orpington,381.0,Orpington,,,1.0,1.0,1,60,364,1.0
004711-10012023,2023-01-10,2023,21:53:56,21,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,HA7 1AH,HA7,10034787074.0,21200986,E09000015,HARROW,Harrow,E05013544,CENTENARY,CENTENARY,517814.0,191084.0,517850,191050,51.60627901,-0.300102254,London,Stanmore,82.0,Stanmore,,,1.0,1.0,1,60,364,1.0
005071-11012023,2023-01-11,2023,18:37:23,18,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,RM3 0EH,RM3,100021000000.0,21301573,E09000016,HAVERING,Havering,E05013973,HAROLD WOOD,HAROLD WOOD,554252.0,190933.0,554250,190950,51.59613523,0.225635996,London,Harold Hill,252.0,Harold Hill,,,1.0,1.0,1,60,364,1.0
004979-11012023,2023-01-11,2023,14:35:49,14,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N18 2HG,N18,207169102.0,20704099,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534548.0,192499.0,534550,192450,51.61525022,-0.058048072,London,Edmonton,446.0,Edmonton,,,1.0,1.0,1,60,364,1.0
004967-11012023,2023-01-11,2023,14:16:16,14,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,RM3 0LR,RM3,100021000000.0,21300145,E09000016,HAVERING,Havering,E05013973,HAROLD WOOD,HAROLD WOOD,554558.0,190102.0,554550,190150,51.58857911,0.229672595,London,Harold Hill,196.0,Harold Hill,,,1.0,1.0,1,60,364,2.0
005492-12012023,2023-01-12,2023,15:52:55,15,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street remote from gazetteer location,UB6 0UW,UB6,12160119.0,20604840,E09000009,EALING,Ealing,E05013518,CENTRAL GREENFORD,CENTRAL GREENFORD,515111.0,184037.0,515150,184050,51.54350759,-0.341418617,London,Northolt,852.0,Northolt,,,1.0,1.0,1,60,364,1.0
005504-12012023,2023-01-12,2023,16:06:21,16,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,W7 2QA,W7,12153655.0,20601775,E09000009,EALING,Ealing,E05013525,HANWELL BROADWAY,HANWELL BROADWAY,515586.0,179455.0,515550,179450,51.50222692,-0.336076133,London,Ealing,458.0,Southall,586.0,Heston,2.0,2.0,2,60,364,1.0
005666-13012023,2023-01-13,2023,00:34:28,0,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,KT2 6EG,KT2,128039258.0,21801010,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013937,KINGSTON GATE,KINGSTON GATE,518424.0,169782.0,518450,169750,51.41470461,-0.298440698,London,Kingston,266.0,Kingston,,,1.0,1.0,1,60,364,3.0
005738-13012023,2023-01-13,2023,04:57:21,4,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,E15 4PB,E15,10034509368.0,22201662,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,539167.0,184134.0,539150,184150,51.53896209,0.005308406,London,Stratford,247.0,Stratford,,,1.0,1.0,1,60,364,1.0
006117-14012023,2023-01-14,2023,00:22:55,0,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SW16 3HD,SW16,10093376230.0,21902326,E09000022,LAMBETH,Lambeth,E05014112,STREATHAM COMMON & VALE,STREATHAM COMMON & VALE,530237.0,170968.0,530250,170950,51.42277532,-0.128234945,London,Norbury,321.0,Norbury,,,1.0,1.0,1,60,364,1.0
006139-14012023,2023-01-14,2023,02:01:03,2,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,HA0 3TH,HA0,202098145.0,20201761,E09000005,BRENT,Brent,E05013505,NORTHWICK PARK,NORTHWICK PARK,516941.0,187058.0,516950,187050,51.57028075,-0.314050067,London,Wembley,516.0,Wembley,,,1.0,1.0,1,60,364,1.0
006242-14012023,2023-01-14,2023,11:14:04,11,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street remote from gazetteer location,N18 2HG,N18,207015711.0,20704099,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534528.0,192492.0,534550,192450,51.61519826,-0.058343204,London,Edmonton,355.0,Edmonton,,,1.0,1.0,1,60,364,1.0
006792-15012023,2023-01-15,2023,15:28:47,15,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,DA8 3AT,DA8,100024000000.0,20100068,E09000004,BEXLEY,Bexley,E05011225,ERITH,ERITH,551354.0,177576.0,551350,177550,51.47690482,0.178089038,London,Erith,238.0,Erith,,,1.0,1.0,1,60,364,1.0
007894-17012023,2023-01-17,2023,17:59:02,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,IG8 8DH,IG8,100022000000.0,22304863,E09000026,REDBRIDGE,Redbridge,E05011236,BRIDGE,BRIDGE,542515.0,191601.0,542550,191650,51.60522539,0.056574061,London,Woodford,412.0,Woodford,434.0,Hainault,2.0,2.0,2,60,364,1.0
007850-17012023,2023-01-17,2023,16:02:32,16,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,N18 2HG,N18,207015711.0,20704099,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534519.0,192545.0,534550,192550,51.61567561,-0.058451327,London,Edmonton,470.0,Tottenham,,,1.0,1.0,1,60,364,1.0
008998-19012023,2023-01-19,2023,18:14:12,18,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,BR5 3DL,BR5,10023303271.0,20100002,E09000004,BEXLEY,Bexley,E05011230,SIDCUP,SIDCUP,546651.0,170541.0,546650,170550,51.41493162,0.107506913,London,Sidcup,311.0,Sidcup,,,1.0,1.0,1,60,364,1.0
009020-19012023,2023-01-19,2023,18:41:33,18,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,CR2 6EY,CR2,10090382922.0,20502318,E09000008,CROYDON,Croydon,E05011484,SOUTH CROYDON,SOUTH CROYDON,532608.0,163019.0,532650,163050,51.35078745,-0.097111481,London,Croydon,301.0,Croydon,,,1.0,1.0,1,60,364,1.0
010366-22012023,2023-01-22,2023,00:43:29,0,Fire,Secondary Fire,,Outdoor,Heathland ,In street close to gazetteer location,SE3 7AR,SE3,10023227273.0,22000827,E09000023,LEWISHAM,Lewisham,E05013715,BLACKHEATH,BLACKHEATH,539636.0,176654.0,539650,176650,51.47162885,0.009097374,London,Greenwich,290.0,Greenwich,,,1.0,1.0,1,60,364,1.0
010392-22012023,2023-01-22,2023,02:09:18,2,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,E14 3SS,E14,6211267.0,22701325,E09000030,TOWER HAMLETS,Tower Hamlets,E05009323,CANARY WHARF,CANARY WHARF,537069.0,179400.0,537050,179450,51.49693605,-0.026762017,London,Millwall,323.0,Millwall,,,1.0,1.0,1,60,364,1.0
011004-23012023,2023-01-23,2023,07:51:23,7,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,W14 9EA,W14,10059101048.0,21000624,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,HAMMERSMITH BROADWAY,HAMMERSMITH BROADWAY,524134.0,178329.0,524150,178350,51.49029455,-0.213382905,London,Hammersmith,282.0,Hammersmith,394.0,Fulham,2.0,2.0,2,60,364,1.0
011030-23012023,2023-01-23,2023,08:56:10,8,Fire,Secondary Fire,,Outdoor,Wasteland ,In street outside gazetteer location,CR7 8JG,CR7,10014053777.0,20500687,E09000008,CROYDON,Croydon,E05011486,THORNTON HEATH,THORNTON HEATH,532192.0,168897.0,532150,168850,51.40370858,-0.100909363,London,Norbury,317.0,Norbury,,,1.0,1.0,1,60,364,1.0
011461-23012023,2023-01-23,2023,21:50:32,21,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SE9 2JF,SE9,10010228933.0,20801259,E09000011,GREENWICH,Greenwich,E05014079,ELTHAM TOWN & AVERY HILL,ELTHAM TOWN & AVERY HILL,545154.0,174190.0,545150,174150,51.4481057,0.087486481,London,Eltham,249.0,Eltham,,,1.0,1.0,1,60,364,1.0
013040-26012023,2023-01-26,2023,23:33:16,23,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,SW15 2PA,SW15,121053485.0,22904018,E09000032,WANDSWORTH,Wandsworth,E05014022,THAMESFIELD,THAMESFIELD,524826.0,175277.0,524850,175250,51.46271368,-0.204498629,London,Wandsworth,3.0,Wandsworth,,,1.0,1.0,1,60,364,1.0
015058-30012023,2023-01-30,2023,22:13:27,22,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SW15 2PA,SW15,121053485.0,22904018,E09000032,WANDSWORTH,Wandsworth,E05014022,THAMESFIELD,THAMESFIELD,524853.0,175266.0,524850,175250,51.46261278,-0.204107447,London,Wandsworth,177.0,Wandsworth,,,1.0,1.0,1,60,364,1.0
014937-30012023,2023-01-30,2023,18:08:43,18,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,EN3 7SA,EN3,207184116.0,20702122,E09000010,ENFIELD,Enfield,E05013674,BRIMSDOWN,BRIMSDOWN,536247.0,196679.0,536250,196650,51.6524037,-0.031907751,London,Enfield,182.0,Enfield,193.0,Enfield,1.0,2.0,2,60,364,1.0
015414-31012023,2023-01-31,2023,16:20:57,16,Fire,Secondary Fire,,Outdoor,Park ,On land associated with building,N18 2HG,N18,207169102.0,20704099,E09000010,ENFIELD,Enfield,E05013679,EDMONTON GREEN,EDMONTON GREEN,534562.0,192518.0,534550,192550,51.615419,-0.057846433,London,Edmonton,469.0,Edmonton,,,1.0,1.0,1,60,364,1.0
015317-31012023,2023-01-31,2023,13:08:37,13,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,SW9 8HH,SW9,200000000000.0,21900369,E09000022,LAMBETH,Lambeth,E05014098,BRIXTON WINDRUSH,BRIXTON WINDRUSH,531021.0,175301.0,531050,175350,51.46153296,-0.115358835,London,Brixton,135.0,Brixton,,,1.0,1.0,1,60,364,1.0
015103-31012023,2023-01-31,2023,00:28:56,0,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,SW16 1AP,SW16,200000000000.0,21900063,E09000022,LAMBETH,Lambeth,E05014115,STREATHAM ST. LEONARD'S,STREATHAM ST. LEONARD'S,529420.0,172511.0,529450,172550,51.43682225,-0.139420141,London,Tooting,400.0,Tooting,,,1.0,1.0,1,60,364,1.0
015683-01022023,2023-02-01,2023,05:31:45,5,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,UB2 5PE,UB2,12143103.0,20600678,E09000009,EALING,Ealing,E05013538,SOUTHALL GREEN,SOUTHALL GREEN,511970.0,178866.0,511950,178850,51.49765715,-0.388339987,London,Southall,397.0,Southall,,,1.0,1.0,1,60,364,1.0
015865-01022023,2023-02-01,2023,13:52:19,13,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street outside gazetteer location,RM1 4HR,RM1,100023000000.0,21300027,E09000016,HAVERING,Havering,E05013974,HAVERING-ATTE-BOWER,HAVERING-ATTE-BOWER,550782.0,192181.0,550750,192150,51.60828991,0.176113989,London,Romford,495.0,Harold Hill,,,1.0,1.0,1,60,364,1.0
015932-01022023,2023-02-01,2023,16:24:33,16,Fire,Primary Fire,,Outdoor,Stacked/baled crop ,On land associated with building,TW12 1NE,TW12,10070708307.0,22407005,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013776,FULWELL & HAMPTON HILL,FULWELL & HAMPTON HILL,514785.0,170727.0,514750,170750,51.42394349,-0.350446111,London,Twickenham,638.0,Twickenham,,,1.0,1.0,1,60,364,6.0
015964-01022023,2023-02-01,2023,17:22:33,17,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,DA17 6DL,DA17,100020000000.0,20101159,E09000004,BEXLEY,Bexley,E05011218,BELVEDERE,BELVEDERE,549956.0,178858.0,549950,178850,51.488799,0.158511643,London,Erith,294.0,Erith,,,1.0,1.0,1,60,364,1.0
016463-02022023,2023-02-02,2023,16:40:24,16,Fire,Secondary Fire,,Outdoor,Railway trackside vegetation ,On land associated with building,EN5 5RP,EN5,200222460.0,20040810,E09000003,BARNET,Barnet,E05013628,BARNET VALE,BARNET VALE,525052.0,196176.0,525050,196150,51.65048377,-0.193816635,London,Barnet,183.0,Barnet,554.0,Southgate,2.0,2.0,2,60,364,1.0
016489-02022023,2023-02-02,2023,17:20:10,17,Fire,Secondary Fire,,Outdoor,Hedge,Open land/water - nearest gazetteer location,TW14 9DN,TW14,10091690871.0,21500631,E09000018,HOUNSLOW,Hounslow,E05013613,FELTHAM NORTH,FELTHAM NORTH,510708.0,173720.0,510750,173750,51.45165776,-0.408127895,London,Feltham,194.0,Feltham,,,1.0,1.0,1,60,364,1.0
016809-03022023,2023-02-03,2023,10:44:37,10,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,UB6 0QZ,UB6,12146105.0,20602666,E09000009,EALING,Ealing,E05013528,NORTH GREENFORD,NORTH GREENFORD,516079.0,184544.0,516050,184550,51.54786583,-0.327307979,London,Northolt,549.0,Wembley,,,1.0,1.0,1,60,364,1.0
017162-03022023,2023-02-03,2023,23:40:27,23,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,SE5 9DT,SE5,10001114529.0,21901497,E09000022,LAMBETH,Lambeth,E05014096,BRIXTON NORTH,BRIXTON NORTH,531895.0,176149.0,531850,176150,51.46895401,-0.102464527,London,Brixton,289.0,Peckham,,,1.0,1.0,1,60,364,2.0
017513-04022023,2023-02-04,2023,16:19:13,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,CR4 4HG,CR4,48103801.0,22101221,E09000024,MERTON,Merton,E05013813,CRICKET GREEN,CRICKET GREEN,528324.0,167405.0,528350,167450,51.39118683,-0.157017408,London,Mitcham,285.0,Mitcham,437.0,Wallington,2.0,2.0,2,60,364,1.0
017829-05022023,2023-02-05,2023,05:20:55,5,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,N1 8FS,N1,10090549081.0,21604745,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,531616.0,183328.0,531650,183350,51.53353323,-0.103802944,London,Islington,319.0,Shoreditch,662.0,Islington,2.0,2.0,2,60,364,1.0
018012-05022023,2023-02-05,2023,14:51:10,14,Fire,Secondary Fire,,Outdoor,Scrub land ,On land associated with building,RM14 1AU,RM14,100023000000.0,21301816,E09000016,HAVERING,Havering,E05013968,CRANHAM,CRANHAM,556593.0,187681.0,556550,187650,51.56626942,0.257954196,London,Hornchurch,385.0,Hornchurch,,,1.0,1.0,1,60,364,1.0
018062-05022023,2023-02-05,2023,16:45:08,16,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,SW19 1UD,SW19,48003767.0,22100305,E09000024,MERTON,Merton,E05013826,WANDLE,WANDLE,526460.0,170823.0,526450,170850,51.42232779,-0.182577064,London,Wimbledon,229.0,Wimbledon,,,1.0,1.0,1,60,364,1.0
018167-05022023,2023-02-05,2023,21:05:52,21,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,E17 5DN,E17,10091183218.0,22884800,E09000031,WALTHAM FOREST,Waltham Forest,E05013884,CHAPEL END,CHAPEL END,537377.0,191014.0,537350,191050,51.60122605,-0.017804199,London,Walthamstow,226.0,Walthamstow,,,1.0,1.0,1,60,364,1.0
018685-06022023,2023-02-06,2023,18:43:54,18,Fire,Secondary Fire,,Outdoor,Hedge,In street outside gazetteer location,EN3 4SN,EN3,207158914.0,20702418,E09000010,ENFIELD,Enfield,E05013689,PONDERS END,PONDERS END,535616.0,195767.0,535650,195750,51.64436318,-0.041376922,London,Enfield,453.0,Enfield,,,1.0,1.0,1,60,364,1.0
019062-07022023,2023-02-07,2023,14:25:26,14,Fire,Secondary Fire,,Outdoor,Canal/riverbank vegetation ,On land associated with building,N1 9RG,N1,5300013717.0,21604416,E09000019,ISLINGTON,Islington,E05013700,CALEDONIAN,CALEDONIAN,530686.0,183464.0,530650,183450,51.53496645,-0.117163385,London,Euston,247.0,Euston,332.0,Islington,2.0,2.0,2,60,364,1.0
020171-09022023,2023-02-09,2023,17:49:25,17,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,UB3 5HD,UB3,10022796923.0,21400509,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,510035.0,177775.0,510050,177750,51.48823217,-0.416543137,London,Hayes,587.0,Feltham,978.0,Feltham,1.0,2.0,2,77,467,1.0
020570-10022023,2023-02-10,2023,14:32:36,14,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,SE18 5PU,SE18,10010233831.0,20800145,E09000011,GREENWICH,Greenwich,E05014094,WOOLWICH DOCKYARD,WOOLWICH DOCKYARD,542906.0,178846.0,542950,178850,51.49051146,0.057046448,London,East Greenwich,370.0,Plumstead,,,1.0,1.0,1,60,364,1.0
020744-10022023,2023-02-10,2023,20:29:32,20,Fire,Secondary Fire,,Outdoor,Tree scrub ,On land associated with building,SW6 6LE,SW6,34168641.0,21001095,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013738,FULHAM REACH,FULHAM REACH,523432.0,177299.0,523450,177250,51.48118884,-0.223855287,London,Fulham,384.0,Hammersmith,471.0,Fulham,2.0,2.0,2,60,364,1.0
021069-11022023,2023-02-11,2023,14:26:19,14,Fire,Secondary Fire,,Outdoor,Tree scrub ,Open land/water - nearest gazetteer location,DA8 3RD,DA8,100020000000.0,20100826,E09000004,BEXLEY,Bexley,E05011225,ERITH,ERITH,551374.0,177359.0,551350,177350,51.47495165,0.178289388,London,Erith,397.0,Erith,,,1.0,1.0,1,60,364,1.0
021125-11022023,2023-02-11,2023,16:38:29,16,Fire,Secondary Fire,,Outdoor,Wasteland ,Nearby address - street not listed in gazetteer,TW19 6BG,TW19,10022800954.0,21402947,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,503809.0,175326.0,503850,175350,51.46739494,-0.506904792,London,Hayes,429.0,Hayes,439.0,Heathrow,2.0,2.0,2,60,364,1.0
020912-11022023,2023-02-11,2023,09:00:23,9,Fire,Secondary Fire,,Outdoor,Straw/stubble burning ,On land associated with building,UB2 4NE,UB2,12142108.0,20601925,E09000009,EALING,Ealing,E05013533,NORWOOD GREEN,NORWOOD GREEN,514664.0,179415.0,514650,179450,51.50205404,-0.349366854,London,Southall,499.0,Heston,,,1.0,1.0,1,60,364,1.0
